adult,id,original_language,original_title,popularity,title,release_date
False,66,en,Absolute Power,3.2321,Absolute Power,1997-02-14
False,400650,en,Mary Poppins Returns,3.2317,Mary Poppins Returns,2018-12-13
False,6279,en,Sister Act 2: Back in the Habit,3.2305,Sister Act 2: Back in the Habit,1993-12-09
False,2312,en,In the Name of the King: A Dungeon Siege Tale,3.2305,In the Name of the King: A Dungeon Siege Tale,2007-11-29
False,579304,en,Donovan Reid,3.23,Donovan Reid,2019-02-02
False,717980,en,Sharper,3.2496,Sharper,2023-02-10
False,39203,ja,名探偵コナン 銀翼の奇術師,3.2496,Detective Conan: Magician of the Silver Sky,2004-04-17
False,10910,en,Moulin Rouge,3.2496,Moulin Rouge,1952-12-23
False,1072371,en,Jules,3.2481,Jules,2023-08-10
False,1315091,lt,Akiplėša,3.248,Toxic,2025-03-24
False,16314,en,3 Ninjas,3.2476,3 Ninjas,1992-08-07
False,1126915,en,Tornado,3.2474,Tornado,2025-05-30
False,15657,en,Tarzan II,3.2464,Tarzan II,2005-06-13
False,434203,en,Newness,3.1389,Newness,2017-11-03
False,64584,fr,Parfait Amour !,3.2461,Perfect Love,1996-10-23
False,11000,en,The Birdcage,3.246,The Birdcage,1996-03-08
False,3082,en,Modern Times,3.2457,Modern Times,1936-02-05
False,832964,en,Lee,3.2453,Lee,2024-09-12
False,403232,en,Vigilante Diaries,3.2449,Vigilante Diaries,2016-09-01
False,25473,en,Walking Tall,3.2446,Walking Tall,1973-02-22
False,39868,en,Evilspeak,3.2441,Evilspeak,1981-08-22
False,8843,en,The Cell,3.2436,The Cell,2000-08-18
False,756061,en,Turn of the Cheek,3.2434,Turn of the Cheek,2020-09-18
False,61829,it,Poveri ma belli,3.2433,Poor But Beautiful,1957-01-23
False,12599,ja,劇場版ポケットモンスター 幻のポケモン ルギア爆誕,3.2433,Pokémon the Movie 2000,1999-07-17
False,10185,en,The Midnight Meat Train,3.2607,The Midnight Meat Train,2008-08-07
False,899112,en,Violent Night,3.2606,Violent Night,2022-11-30
False,488113,en,Christmas Wedding Planner,3.2606,Christmas Wedding Planner,2017-12-14
False,641662,en,Pieces of a Woman,3.2599,Pieces of a Woman,2020-12-30
False,812037,fr,L'été dernier,3.2596,Last Summer,2023-09-13
False,804095,en,The Fabelmans,3.2594,The Fabelmans,2022-11-11
False,39102,ja,ドラゴンボールゼット 超スーパーサイヤ人じんだ孫そん悟ご空くう,3.2588,Dragon Ball Z: Lord Slug,1991-03-19
False,720369,en,Napoleon: Life of an Outlaw,3.2577,Napoleon: Life of an Outlaw,2019-08-07
False,203474,fr,Le Journal intime d'une nymphomane,3.2575,Sinner: The Secret Diary of a Nymphomaniac,1973-06-21
False,431580,en,Abominable,3.2568,Abominable,2019-09-19
False,779790,de,Blind ermittelt: Endstation Zentralfriedhof,3.2565,Blind ermittelt: Endstation Zentralfriedhof,2021-01-04
False,632357,en,The Unholy,3.2562,The Unholy,2021-03-31
False,242466,en,The Surrogate,3.2542,The Surrogate,2013-01-01
False,409387,ko,정사: 결혼 말고 연애,3.2525,Sex: A Relationship and Not Marriage,2016-04-19
False,668343,en,Alien Outbreak,3.2521,Alien Outbreak,2020-02-11
False,3116,en,Midnight Cowboy,3.2521,Midnight Cowboy,1969-05-25
False,43148,en,The Vampire Bat,3.2518,The Vampire Bat,1933-01-21
False,14191,en,Aquamarine,3.2516,Aquamarine,2006-03-03
False,241863,ja,神さまの言うとおり,3.2513,As the Gods Will,2014-11-15
False,1323409,ro,Dracula,3.2509,Dracula,2025-10-15
False,8095,en,Cleopatra,3.2708,Cleopatra,1963-06-12
False,201085,en,Crimson Peak,3.2696,Crimson Peak,2015-10-13
False,924482,en,The Ledge,3.269,The Ledge,2022-02-18
False,576004,en,Porno,3.269,Porno,2019-06-28
False,609,en,Poltergeist,3.2688,Poltergeist,1982-06-04
False,724779,en,Tropico,3.2687,Tropico,
False,416194,no,Skjelvet,3.2685,The Quake,2018-08-31
False,1678,ja,ゴジラ,3.268,Godzilla,1954-11-03
False,10030,en,Good Luck Chuck,3.2674,Good Luck Chuck,2007-09-21
False,559907,en,The Green Knight,3.2673,The Green Knight,2021-07-29
False,521190,en,The Beach House,3.2673,The Beach House,2018-04-28
False,1069905,en,Jay Kelly,3.2664,Jay Kelly,2025-11-14
False,912916,en,The Other Zoey,3.2658,The Other Zoey,2023-10-19
False,264999,en,Magic Mike XXL,3.2629,Magic Mike XXL,2015-07-01
False,563815,en,Christopher Titus: Amerigeddon,3.2625,Christopher Titus: Amerigeddon,2019-01-07
False,518200,en,Rideshare,3.2625,Rideshare,2018-04-13
False,20213,en,The Manxman,3.2625,The Manxman,1929-01-18
False,500879,de,Die grüne Lüge,3.2621,Die grüne Lüge,2018-03-09
False,716814,fi,Odotus,3.2615,The Wait,2022-04-01
False,666793,en,The Last Christmas Party,3.2608,The Last Christmas Party,2020-08-13
False,656908,hi,रामायण,3.2793,Ramayana: Part One,2026-11-06
False,14202,en,The Painted Veil,3.2792,The Painted Veil,2006-12-09
False,8699,en,Anchorman: The Legend of Ron Burgundy,3.2786,Anchorman: The Legend of Ron Burgundy,2004-06-28
False,27573,en,The Bounty Hunter,3.2782,The Bounty Hunter,2010-03-16
False,18487,en,The Taking of Pelham 1 2 3,3.2778,The Taking of Pelham 1 2 3,2009-06-10
False,221731,ja,るろうに剣心 京都大火編,3.2771,Rurouni Kenshin Part II: Kyoto Inferno,2014-08-01
False,42701,en,The Shooting,3.2771,The Shooting,1966-06-02
False,581997,en,Batman vs Teenage Mutant Ninja Turtles,3.277,Batman vs Teenage Mutant Ninja Turtles,2019-03-31
False,11371,en,The Score,3.2768,The Score,2001-07-13
False,758298,en,The Crumbs,3.2766,The Crumbs,2020-10-22
False,21301,en,Barbershop 2: Back in Business,3.2759,Barbershop 2: Back in Business,2004-01-20
False,13282,en,Death Race 2000,3.2758,Death Race 2000,1975-04-30
False,51017,en,Madea's Big Happy Family,3.2751,Madea's Big Happy Family,2011-04-22
False,989662,en,A Different Man,3.2743,A Different Man,2024-08-24
False,4518,en,Elizabeth,3.2737,Elizabeth,1998-09-13
False,960139,fr,La Maison,3.2728,The House,2022-11-16
False,505192,ja,万引き家族,3.2727,Shoplifters,2018-06-02
False,10665,en,The Strangers,3.272,The Strangers,2008-05-29
False,11820,en,Mona Lisa Smile,3.2716,Mona Lisa Smile,2003-12-19
False,257117,en,Blood Punch,3.2715,Blood Punch,2014-02-21
False,4771,en,Gone Baby Gone,3.2942,Gone Baby Gone,2007-09-18
False,321258,en,The Boy,3.2939,The Boy,2016-01-22
False,1245,en,The Remains of the Day,3.2919,The Remains of the Day,1993-11-05
False,555285,en,"Are You There God? It's Me, Margaret.",3.2918,"Are You There God? It's Me, Margaret.",2023-03-29
False,212769,en,Make Your Move,3.2903,Make Your Move,2013-08-07
False,845404,en,Tyler Perry's A Madea Homecoming,3.2889,Tyler Perry's A Madea Homecoming,2022-02-25
False,399057,en,The Killing of a Sacred Deer,3.2875,The Killing of a Sacred Deer,2017-10-20
False,1428264,af,Semi-Soeter,3.2873,Semi-Soeter,2025-06-19
False,460885,en,Mandy,3.2867,Mandy,2018-09-13
False,941109,en,Play Dirty,3.2861,Play Dirty,
False,690957,te,పుష్పా - The Rise,3.2858,Pushpa - The Rise,2021-12-16
False,28874,ja,サマーウォーズ,3.2851,Summer Wars,2009-08-01
False,437068,ko,택시운전사,3.285,A Taxi Driver,2017-08-02
False,1151244,it,Vermiglio,3.2843,Vermiglio,2024-09-19
False,11832,da,Babettes gæstebud,3.2837,Babette's Feast,1987-08-11
False,79827,en,The Intruder,3.2822,The Intruder,1962-05-14
False,1150394,es,La Leyenda de los Chaneques,3.282,La Leyenda de los Chaneques,2023-07-14
False,645757,en,That Christmas,3.2817,That Christmas,2024-11-27
False,6948,en,The Woods,3.2801,The Woods,2006-04-24
False,87826,en,Here Comes the Boom,3.2799,Here Comes the Boom,2012-10-10
False,447655,en,Double Mommy,3.3035,Double Mommy,2016-12-19
False,616570,en,Lazy Boy,3.3018,Lazy Boy,2016-01-01
False,2252,en,Eastern Promises,3.3009,Eastern Promises,2007-09-14
False,84348,en,V/H/S,3.3004,V/H/S,2012-07-28
False,15999,ja,吸血鬼ハンターD ブラッドラスト,3.3003,Vampire Hunter D: Bloodlust,2000-08-25
False,14709,en,Varsity Blues,3.3001,Varsity Blues,1999-01-15
False,301365,en,The Neon Demon,3.2998,The Neon Demon,2016-05-31
False,71880,en,Jack and Jill,3.2997,Jack and Jill,2011-11-11
False,90720,it,I crudeli,3.2996,The Hellbenders,1967-02-02
False,592,en,The Conversation,3.2996,The Conversation,1974-04-07
False,380013,en,Nobody Walks in L.A.,3.2994,Nobody Walks in L.A.,2016-11-18
False,36225,ja,徳川女刑罰絵巻　牛裂きの刑,3.299,Oxen Split Torturing,1976-09-04
False,87584,en,Celebrity Sex Tape,3.2984,Celebrity Sex Tape,2012-02-02
False,799882,en,The Bluff,3.2979,The Bluff,
False,937101,zh,動物感傷の清晨,3.2977,In the Morning of La Petite Mort,2023-10-13
False,1029446,tl,Selina's Gold,3.2974,Selina's Gold,2022-10-28
False,9428,en,The Royal Tenenbaums,3.2974,The Royal Tenenbaums,2001-10-05
False,24961,en,The Wiz,3.296,The Wiz,1978-10-24
False,350312,te,బాహుబలి 2: ది కన్ క్లూజన్,3.2946,Bāhubali 2: The Conclusion,2017-04-27
False,9778,en,Serendipity,3.2942,Serendipity,2001-10-05
False,12079,en,Spun,3.3142,Spun,2003-02-07
False,25527,en,The Ron Clark Story,3.3128,The Ron Clark Story,2006-08-13
False,307663,en,Vice,3.3122,Vice,2015-01-16
False,1316147,en,Grand Prix of Europe,3.3121,Grand Prix of Europe,2025-07-24
False,48988,en,Hall Pass,3.3121,Hall Pass,2011-02-25
False,985,en,Eraserhead,3.3114,Eraserhead,1977-09-28
False,650,en,Boyz n the Hood,3.3114,Boyz n the Hood,1991-07-12
False,438808,en,White Boy Rick,3.3092,White Boy Rick,2018-09-14
False,28609,ja,ドラゴンボールＺ オラの悟飯をかえせッ!!,3.3092,Dragon Ball Z: Dead Zone,1989-07-15
False,1029880,da,Nattevagten - Dæmoner går i arv,3.3088,Nightwatch: Demons Are Forever,2023-12-14
False,544401,en,Cherry,3.3088,Cherry,2021-02-26
False,11453,en,Deuce Bigalow: European Gigolo,3.3085,Deuce Bigalow: European Gigolo,2005-08-12
False,791177,en,Bones and All,3.308,Bones and All,2022-11-18
False,13225,en,FernGully: The Last Rainforest,3.3078,FernGully: The Last Rainforest,1992-04-10
False,333381,en,Return to Sender,3.3071,Return to Sender,2015-05-31
False,260550,ko,맛,3.3068,Taste,2014-01-16
False,8869,en,Eight Legged Freaks,3.3061,Eight Legged Freaks,2002-07-17
False,4788,it,Revolver,3.306,Revolver,1973-09-27
False,708,en,The Living Daylights,3.3041,The Living Daylights,1987-06-29
False,570595,ru,Русская нимфетка: искушение,3.3039,Russian Nymphet: Temptation,2004-11-28
False,9588,en,Quigley Down Under,3.3288,Quigley Down Under,1990-10-17
False,32292,ja,ザ・ギニーピッグ マンホールの中の人魚,3.328,Guinea Pig: Mermaid in the Manhole,1988-07-25
False,100,en,"Lock, Stock and Two Smoking Barrels",3.328,"Lock, Stock and Two Smoking Barrels",1998-08-28
False,4944,en,Burn After Reading,3.3263,Burn After Reading,2008-09-05
False,626735,en,Dog,3.3248,Dog,2022-02-17
False,86838,en,Seven Psychopaths,3.3248,Seven Psychopaths,2012-10-12
False,9800,en,Philadelphia,3.3242,Philadelphia,1993-12-22
False,10468,en,28 Days,3.322,28 Days,2000-04-06
False,171424,en,The Green Inferno,3.3219,The Green Inferno,2013-09-08
False,626332,en,Flamin' Hot,3.3195,Flamin' Hot,2023-03-11
False,1278101,zh,小小的我,3.3172,Big World,2024-12-27
False,1271981,fr,Le dernier souffle,3.3165,The Last Breath,2025-02-01
False,86710,en,Sweet Little Lies,3.316,Sweet Little Lies,2011-06-04
False,554776,ko,정사 : 처제의 사랑,3.3159,An Affair: My Sister-in-law's Love,2018-07-26
False,26594,en,The Secret,3.3159,The Secret,2006-03-26
False,9486,en,Johnny English,3.3155,Johnny English,2003-03-14
False,300168,zh,天將雄師,3.3149,Dragon Blade,2015-02-19
False,492,en,Being John Malkovich,3.3148,Being John Malkovich,1999-10-29
False,58790,en,Blood Tide,3.3142,Blood Tide,1982-09-24
False,44639,en,Inside Job,3.3142,Inside Job,2010-10-08
False,15212,en,Species: The Awakening,3.3404,Species: The Awakening,2007-10-17
False,473,en,Pi,3.34,Pi,1998-07-10
False,379,en,Miller's Crossing,3.3395,Miller's Crossing,1990-09-21
False,9969,en,Deck the Halls,3.3394,Deck the Halls,2006-11-22
False,379291,en,Justice League vs. Teen Titans,3.3393,Justice League vs. Teen Titans,2016-03-26
False,239529,ja,ルパン三世VS名探偵コナン THE MOVIE,3.3385,Lupin the Third vs. Detective Conan: The Movie,2013-12-07
False,10997,zh,霸王别姬,3.3382,Farewell My Concubine,1993-01-01
False,1119106,ja,劇場版 推しが武道館いってくれたら死ぬ,3.3375,"If My Favorite Pop Idol Made It to the Budokan, I Would Die: The Movie",2023-05-12
False,308403,no,De nærmeste,3.3367,Homesick,2015-03-27
False,9516,en,Menace II Society,3.3363,Menace II Society,1993-05-26
False,39204,ja,名探偵コナン 水平線上の陰謀,3.336,Detective Conan: Strategy Above the Depths,2005-04-09
False,827,fr,Les Diaboliques,3.3339,Diabolique,1955-01-29
False,168672,en,American Hustle,3.3333,American Hustle,2013-12-03
False,285783,en,The Walk,3.3324,The Walk,2015-09-30
False,324670,en,Spectral,3.3321,Spectral,2016-12-09
False,533165,en,Counterfeiting in Suburbia,3.332,Deadly Transaction,2018-07-01
False,794,en,The Omen,3.331,The Omen,1976-06-25
False,894803,te,సీతా రామం,3.3309,Sita Ramam,2022-08-05
False,740441,ko,스마트폰을 떨어뜨렸을 뿐인데,3.3301,Unlocked,2023-02-17
False,988402,fr,Vampire humaniste cherche suicidaire consentant,3.3291,Humanist Vampire Seeking Consenting Suicidal Person,2023-10-13
False,602269,en,The Little Things,3.3518,The Little Things,2021-01-28
False,1072342,en,Night Swim,3.3512,Night Swim,2024-01-03
False,17692,en,Jaws 3-D,3.3506,Jaws 3-D,1983-07-22
False,1109859,en,The Carnival at the End of Days,3.3503,The Carnival at the End of Days,
False,615774,en,Scooby-Doo! Return to Zombie Island,3.3497,Scooby-Doo! Return to Zombie Island,2019-09-03
False,577549,en,Real Cases of Shadow People: The Sarah McCormick Story,3.3494,Real Cases of Shadow People: The Sarah McCormick Story,2019-01-16
False,22972,en,Green Zone,3.3488,Green Zone,2010-03-11
False,14442,en,Ella Enchanted,3.3487,Ella Enchanted,2004-04-09
False,36419,en,After.Life,3.3485,After.Life,2009-11-07
False,1371202,nl,iHostage,3.3482,iHostage,2025-04-18
False,329505,it,Il peccato di Lola,3.3482,Lola's Secret,1984-05-04
False,38410,en,The Poughkeepsie Tapes,3.346,The Poughkeepsie Tapes,2007-04-27
False,10637,en,Remember the Titans,3.3457,Remember the Titans,2000-09-29
False,2639,en,Deconstructing Harry,3.3457,Deconstructing Harry,1997-12-12
False,2069,en,The Whole Nine Yards,3.3454,The Whole Nine Yards,2000-02-18
False,38939,en,Tales from the Crypt,3.3452,Tales from the Crypt,1972-03-09
False,540556,en,Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe,3.3449,Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe,2017-09-09
False,41462,en,The Hitch-Hiker,3.3435,The Hitch-Hiker,1953-03-30
False,37094,en,Falling Down,3.3434,Falling Down,1993-02-26
False,9322,fr,Nikita,3.3415,La Femme Nikita,1990-02-21
False,11286,en,The Cannonball Run,3.3591,The Cannonball Run,1981-06-19
False,587272,es,Padre no hay más que uno,3.3581,Father There Is Only One,2019-08-02
False,294993,zh,黄飞鸿之英雄有梦,3.3579,Rise of the Legend,2014-11-20
False,228805,ja,名探偵コナン・絶海の探偵,3.3577,Detective Conan: Private Eye in the Distant Sea,2013-04-19
False,10923,en,Agent Cody Banks,3.3573,Agent Cody Banks,2003-03-14
False,644105,ja,看護女子寮 凌された天使,3.3565,Nurse Girls' Dorm: Shamed Angel,1987-03-14
False,623098,en,Pearl,3.3563,Pearl,2016-04-17
False,845264,ko,그라운드 제로,3.3547,Ground Zero,2021-06-26
False,277834,en,Moana,3.3547,Moana,2016-10-13
False,9906,en,The Ant Bully,3.3546,The Ant Bully,2006-07-28
False,587412,kn,ಕೆ.ಜಿ.ಎಫ್: Chapter 2,3.3543,K.G.F: Chapter 2,2022-04-14
False,36355,en,Flipper,3.3543,Flipper,1996-05-17
False,9513,en,Garfield: A Tail of Two Kitties,3.3543,Garfield: A Tail of Two Kitties,2006-06-15
False,8208,en,The Man Who Knew Too Much,3.3541,The Man Who Knew Too Much,1934-12-01
False,9319,en,The Last Boy Scout,3.3529,The Last Boy Scout,1991-12-13
False,496985,en,Psychophonia,3.3527,Psychophonia,2016-10-07
False,295830,ja,進撃の巨人 ATTACK ON TITAN,3.3525,Attack on Titan,2015-08-01
False,243684,en,"Men, Women & Children",3.3522,"Men, Women & Children",2014-10-17
False,858181,en,Standing Woman,3.3521,Standing Woman,2021-03-01
False,602269,en,The Little Things,3.3518,The Little Things,2021-01-28
False,1588,en,Bring It On,3.3686,Bring It On,2000-08-25
False,326947,en,The Maid,3.3683,The Maid,2014-04-12
False,395177,en,Bourek,3.368,Bourek,2016-04-29
False,10974,cn,龍兄虎弟,3.368,Armour of God,1986-08-16
False,13809,en,RocknRolla,3.3677,RocknRolla,2008-09-04
False,298200,cn,情不自禁,3.3671,Take Me,1991-10-24
False,58553,pl,Porno,3.3671,Porno,1990-01-26
False,13523,en,Sex Drive,3.3668,Sex Drive,2008-10-16
False,17431,en,Moon,3.3644,Moon,2009-06-12
False,35832,en,The Farmer's Wife,3.3642,The Farmer's Wife,1928-02-24
False,449992,id,The Night Comes for Us,3.3634,The Night Comes for Us,2018-10-05
False,1105407,en,Damaged,3.3628,Damaged,2024-04-12
False,450100,en,The Holly Kane Experiment,3.3627,The Holly Kane Experiment,2017-03-25
False,10028,en,Honey,3.3613,Honey,2003-12-05
False,10014,en,A Nightmare on Elm Street Part 2: Freddy's Revenge,3.3612,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985-11-01
False,408349,ko,내 이웃의 아내,3.3606,My Neighbor's Wife,2016-07-28
False,11678,en,Vertical Limit,3.3602,Vertical Limit,2000-12-08
False,8469,en,Animal House,3.3602,Animal House,1978-07-28
False,393209,en,Avatar 5,3.3595,Avatar 5,2031-12-17
False,295693,en,The Boss Baby,3.3595,The Boss Baby,2017-03-23
False,9641,en,Cheaper by the Dozen 2,3.3778,Cheaper by the Dozen 2,2005-12-21
False,257512,ja,名探偵コナン 異次元の狙撃手,3.377,Case Closed: The Sniper from Another Dimension,2014-04-19
False,463843,en,Sweetheart,3.3768,Sweetheart,2019-01-28
False,818750,en,The In Between,3.376,The In Between,2022-02-11
False,180299,id,The Raid 2: Berandal,3.3758,The Raid 2,2014-03-27
False,773736,en,TINA,3.3754,TINA,2021-08-20
False,3638,en,No Reservations,3.3754,No Reservations,2007-06-15
False,51620,en,Death Race 2,3.3752,Death Race 2,2010-11-12
False,8845,en,Under Siege,3.3752,Under Siege,1992-10-08
False,1598,en,Cape Fear,3.3741,Cape Fear,1991-11-13
False,1410,en,Dark Star,3.374,Dark Star,1974-03-30
False,720321,en,Breathe,3.3737,Breathe,2024-04-04
False,829402,en,Ultraman: Rising,3.3735,Ultraman: Rising,2024-06-14
False,195968,en,Shackleton's Captain,3.3726,Shackleton's Captain,2012-03-01
False,853033,ko,불륜 동창회 2,3.3723,Adultery Alumni Association 2,2019-02-18
False,860,en,WarGames,3.372,WarGames,1983-06-03
False,9571,en,Dazed and Confused,3.3718,Dazed and Confused,1993-09-24
False,1155828,en,Sing Sing,3.3712,Sing Sing,2024-07-12
False,244,en,King Kong,3.3687,King Kong,1933-03-15
False,516806,en,Last Sentinel,3.3686,Last Sentinel,2023-03-17
False,5156,it,Ladri di biciclette,3.3891,Bicycle Thieves,1948-07-21
False,1715,en,The Cider House Rules,3.3888,The Cider House Rules,1999-12-17
False,12149,en,Frailty,3.3885,Frailty,2002-04-12
False,485942,ja,ニンジャバットマン,3.3872,Batman Ninja,2018-06-15
False,167262,en,Cattle Annie and Little Britches,3.3861,Cattle Annie and Little Britches,1981-04-24
False,91845,ja,帰って来た女必殺拳,3.3859,The Return of Sister Street Fighter,1975-09-30
False,506528,en,Harriet,3.3854,Harriet,2019-11-01
False,539537,en,Fantasy Island,3.3853,Fantasy Island,2020-02-12
False,461130,en,Code 8,3.3847,Code 8,2019-12-06
False,1144202,io,Ayam Kampus,3.3845,Ayam Kampus,2023-06-10
False,9276,en,The Faculty,3.3845,The Faculty,1998-12-25
False,15144,en,Sixteen Candles,3.3841,Sixteen Candles,1984-05-04
False,7453,en,The Hitchhiker's Guide to the Galaxy,3.3841,The Hitchhiker's Guide to the Galaxy,2005-04-28
False,1002185,en,A Million Miles Away,3.3837,A Million Miles Away,2023-09-08
False,52256,ru,1612: Хроники смутного времени,3.3825,1612: Chronicles of the Dark Time,2007-10-28
False,926,en,Galaxy Quest,3.3823,Galaxy Quest,1999-12-25
False,1241674,en,The Last Breath,3.3818,The Last Breath,2024-06-28
False,8645,en,The Happening,3.3809,The Happening,2008-06-11
False,1275332,zh,想飞的女孩,3.3804,Girls on Wire,2025-03-08
False,704440,ko,배달노출2 : 초대남과 좋아죽는 와이프,3.378,Pizza Dare 2,2020-05-22
False,7278,en,Meet the Spartans,3.3971,Meet the Spartans,2008-01-24
False,233837,en,Crackheads,3.3969,Crackheads,2013-11-15
False,548754,en,River Runs Red,3.3962,River Runs Red,2018-11-09
False,396371,en,Molly's Game,3.3959,Molly's Game,2017-12-07
False,55341,en,Jeepers Creepers 3,3.3949,Jeepers Creepers 3,2017-09-26
False,112631,es,Daniel & Ana,3.3944,Daniel & Ana,2009-10-14
False,322524,fr,Sur les traces de Sarah Kane,3.3942,4.48,2014-08-27
False,34647,en,Enter the Void,3.3938,Enter the Void,2010-05-05
False,23627,en,Second Chorus,3.3935,Second Chorus,1941-01-03
False,9619,en,Dante's Peak,3.3933,Dante's Peak,1997-02-07
False,504949,en,The King,3.393,The King,2019-10-11
False,983507,no,Good Boy,3.3919,Good Boy,2022-06-03
False,193610,en,The Other Woman,3.3919,The Other Woman,2014-04-16
False,10320,en,The Ring Two,3.3914,The Ring Two,2005-03-10
False,4251,hi,वीर-ज़ारा,3.3913,Veer-Zaara,2004-11-12
False,228970,en,Wild,3.3912,Wild,2014-12-05
False,1114967,en,Good Fortune,3.3898,Good Fortune,2025-10-16
False,36073,ja,ギニーピッグ2 血肉の華,3.3895,Guinea Pig Part 2: Flower of Flesh and Blood,1985-10-07
False,923262,it,Hope,3.3891,Hope,2018-05-19
False,9289,en,The Longest Day,3.3891,The Longest Day,1962-09-25
False,1327705,zh,我们的命中注定,3.4076,Our Destiny,
False,949484,en,Hounds of War,3.4074,Hounds of War,2024-08-29
False,737043,en,Swingers,3.407,Swingers,2020-08-24
False,227719,en,Project Almanac,3.405,Project Almanac,2015-01-28
False,55374,ja,ライディング・ビーン,3.4046,Riding Bean,1989-02-22
False,430384,ko,내 아내의 언니,3.404,My Wife's Sister,2016-12-20
False,419329,ko,불륜의 후예,3.4035,Descendants of Adultery,2016-09-30
False,1288577,zh,假爸爸,3.4028,Fake Dad,2025-01-10
False,4614,en,The Sum of All Fears,3.4023,The Sum of All Fears,2002-05-31
False,707886,en,Feel the Beat,3.4017,Feel the Beat,2020-06-19
False,876797,ja,余命10年,3.4008,The Last 10 Years,2022-03-04
False,2085,en,Romeo Must Die,3.4006,Romeo Must Die,2000-03-22
False,943134,fr,Le Règne animal,3.3994,The Animal Kingdom,2023-10-04
False,15196,en,Clue,3.3991,Clue,1985-12-13
False,511322,en,The Good Liar,3.399,The Good Liar,2019-11-08
False,11687,fr,Les Visiteurs,3.399,The Visitors,1993-01-27
False,403039,ja,カガクなヤツら,3.3988,Those Science Freaks,2013-02-20
False,989473,en,Invitation to a Murder,3.3985,Invitation to a Murder,2023-05-05
False,11878,ja,用心棒,3.3978,Yojimbo,1961-04-25
False,336882,no,Bølgen,3.3975,The Wave,2015-08-28
False,482373,en,Don't Breathe 2,3.4185,Don't Breathe 2,2021-08-12
False,345925,en,Rupture,3.4181,Rupture,2016-11-04
False,446807,en,The Girl in the Spider's Web,3.418,The Girl in the Spider's Web,2018-10-25
False,522016,en,The 355,3.4164,The 355,2022-01-05
False,10312,en,Patch Adams,3.4164,Patch Adams,1998-12-25
False,1180763,en,From the Shadows,3.416,From the Shadows,2023-09-22
False,947,en,Lawrence of Arabia,3.416,Lawrence of Arabia,1962-12-11
False,33689,en,It Takes Two,3.4151,It Takes Two,1995-11-17
False,40160,en,Meteor,3.4139,Meteor,1979-10-19
False,434555,en,The Possession of Hannah Grace,3.4136,The Possession of Hannah Grace,2018-11-29
False,4970,en,Gothika,3.4135,Gothika,2003-11-21
False,64494,en,Malibu Express,3.4132,Malibu Express,1985-03-01
False,15716,en,The Pirates of Penzance,3.4132,The Pirates of Penzance,1983-02-18
False,1233208,hi,संतोष,3.4127,Santosh,2024-07-17
False,1153576,en,Street Fighter,3.4127,Street Fighter,2026-03-20
False,71859,en,We Need to Talk About Kevin,3.4127,We Need to Talk About Kevin,2011-09-28
False,9759,en,Cellular,3.4125,Cellular,2004-09-06
False,366924,en,Batman: Bad Blood,3.4111,Batman: Bad Blood,2016-01-19
False,26174,en,T-Men,3.4093,T-Men,1947-12-15
False,452832,en,Serenity,3.4085,Serenity,2019-01-24
False,465595,ko,달콤한섹스,3.4273,Sweet Sex,2017-07-06
False,25713,en,Animals,3.4273,Animals,2008-11-05
False,27517,en,The Man Who Laughs,3.4264,The Man Who Laughs,1928-04-27
False,11528,en,The Sandlot,3.4253,The Sandlot,1993-04-07
False,10220,en,Rounders,3.4246,Rounders,1998-09-11
False,3580,en,Changeling,3.4245,Changeling,2008-10-24
False,481836,ko,두 엄마,3.4242,Two Mothers,2017-08-01
False,1275964,en,Adult Best Friends,3.4239,Adult Best Friends,2024-06-08
False,9728,en,Friday the 13th Part III,3.4238,Friday the 13th Part III,1982-08-13
False,274,en,The Silence of the Lambs,3.4225,The Silence of the Lambs,1991-02-14
False,417644,en,CHiPS,3.4217,CHiPS,2017-03-23
False,1403678,en,Metallica: Helping Hands Concert & Auction,3.4214,Metallica: Helping Hands Concert & Auction,2024-12-19
False,9595,en,Hot Shots!,3.4211,Hot Shots!,1991-07-31
False,552532,en,Charm City Kings,3.4209,Charm City Kings,2020-01-27
False,666781,ja,続・レスビアンの世界　愛撫,3.4204,Lesbian World: Fondling,1975-06-04
False,449985,en,Triple Threat,3.4202,Triple Threat,2019-03-19
False,167032,en,Curse of Chucky,3.4196,Curse of Chucky,2013-10-08
False,807339,en,Apartment 7A,3.4193,Apartment 7A,2024-09-20
False,800939,en,Ticket to Paradise,3.4193,Ticket to Paradise,2022-09-08
False,9598,en,Babe,3.4193,Babe,1995-07-18
False,1088563,de,Lassie - Ein neues Abenteuer,3.4549,Lassie: A New Adventure,2023-07-27
False,707,en,A View to a Kill,3.4549,A View to a Kill,1985-05-24
False,32856,en,Valentine's Day,3.4547,Valentine's Day,2010-02-10
False,17047,en,Agent Cody Banks 2: Destination London,3.4543,Agent Cody Banks 2: Destination London,2004-03-12
False,46705,en,Blue Valentine,3.4537,Blue Valentine,2010-12-26
False,39567,de,Jack the Ripper,3.452,Jack the Ripper,1976-09-23
False,116776,ja,ドラゴンボール 魔訶不思議大冒険,3.4514,Dragon Ball: Mystical Adventure,1988-07-09
False,597208,en,Nightmare Alley,3.5525,Nightmare Alley,2021-12-02
